GeneID	1	2	3
149478	0	0.2052	0.2231
107984950	0	0	0
8643	0	0.02111	0.02504
8891	0	0.3496	0.1296
79654	0	0	0.8438
7389	20.78	23.46	6.38
57643	0	0.05605	0.02216
105378690	0.04351	0.1787	0
400752	0.06338	0.1953	0
84842	0	0	0.03698
4595	0.03093	0.1588	0.113
114034	0	0.2844	0.3855
10420	0	0.2537	0.3009
126661	0	0.09832	0
25974	0.4192	0.1291	0.2808
5052	2.734	2.807	2.497
10327	0	1.096	1.758
4678	0.6121	0.6617	0.4316
149483	0	0.1274	0
60313	5.424	8.697	4.871
728963	0	0	0.07221
51249	1.551	0.1517	1.125
3652	0.04883	0.9527	0.3122
105378690	0	0.1405	0
23139	0	0.1567	0.0845
105378690	0	0.2398	0.1564
110117500	0.02136	0.1097	0.02602
8503	0.01773	0.07285	0.0216
101929630	0	0	0
10103	0	0.05836	0.06922
110117500	0	0.8244	0
55624	0	0.5599	0
541468	0	0	0
8438	0.06901	0.1063	0.04203
10489	1.454	2.464	2.094
7388	209.3	289	322.7
387338	0.05607	0.499	0.2276
2166	0	0.0545	0.2263
729041	0	0	0
101929650	0	0	0
127343	0	0	0
105378700	0	0	0
100507420	0.266	0.4552	0.5399
148930	0	0	0
8569	0.397	1.718	2.061
148932	4.901	9.694	6.058
105378700	0	0.4094	0
64756	17.07	14.95	19.08
374973	0	0	0
100130200	4.268	6.861	2.373
9813	14.87	25.16	6.944
105378700	0	0.1468	0.2612
105378700	0	0	0.1416
1580	0	0.2047	0
163720	0	0.0755	0.04478
1579	0	0.04029	0
260293	0.5128	0.3761	0
199974	0	0	0.1197
284541	0.02749	0.1129	0
105378700	0	0.1995	0.2366
100874250	17.71	22.56	45.53
10158	120	130	187.1
6886	10.39	13.79	16.18
6491	0.9194	0.2273	0.05185
51727	283.3	397.8	308.4
102724080	0.2517	1.939	0.9199
2301	0	0	0
84793	1.512	2.706	0.8681
2306	0	0.1261	0.1745
107984950	0	0	0
388630	0	0	0
105379780	0	0.1156	0
391037	0	0	0
200010	0.1844	0	0.009358
54558	0.1198	0.07831	0.006635
84871	0	0.01066	0.0569
79656	0	0	0
105378710	0	0.1015	0.06022
101929720	0	0	0
100874310	0	0.2165	0
107984950	0	0.6704	0
105378710	0	0	0
1996	0	0.01356	0.01609
105378710	0	0	0.02281
107984960	0	0	0.02943
105378710	0	0.04714	0
105378710	0	0	0
105378710	0	0.0149	0
63950	0	0	0
105378710	0	0	0
11124	0	0.5903	0.258
105378720	0	0.1407	0.1668
112268260	0	0	0
1031	1.724	3.794	2.76
100616190	0	0	0
102466660	0	0	0
284546	0	0.08374	0
105378720	0	0.09408	0.0279
26994	446.6	564	371.6
22996	0	0.02472	0.05864
105378720	0	0.2202	0
102724100	0	0	0
2060	2.415	5.556	4.458
105378720	0	0.2275	0.01349
441884	0	0	0.04542
105378720	0	0.3957	0.1173
114883	0.04836	1.217	0.8983
4898	27.81	52.54	51.2
105378720	9.015	17.31	14.56
100313890	5.511	3.773	4.475
5865	0	0.01694	0.01004
51060	0.3985	4.118	1.911
112970	0	0	0.1159
104355140	0	1.708	0
91408	0.3034	0.4315	0.2843
107984960	0	0	0
9372	0.01392	0.07145	0.1441
200014	1.638	0.7827	0.3533
4998	0.03296	0.1692	0.04015
84950	0.983	0.3155	0.3742
23318	0.5758	0.4862	0.2883
105378720	0	0	0
2882	0	1.087	0.2685
348378	0	0.05018	0.05951
65260	0	0.05581	0
79699	0.01306	1.636	0.5329
440590	0	0.04009	0.05944
55268	0.347	0.1853	0.09298
6342	52.79	50.98	26.29
127435	0	0	0
6512	0	0	0
105378720	0	0.1929	0.1144
1376	1.887	1.072	0.4891
54987	2.421	0.7102	1.474
4116	0	0	1.006
100507560	0	0	0.1118
7804	1.826	1.736	1.154
105378730	0.1057	0.03619	0.02146
105378730	0.02766	0.03977	0.01348
105378730	0	0	0.1164
105378730	0	0	0
105378730	0	0	0
107984960	0	0.2363	0.01752
163742	0	0	0
105378730	0	0.5868	0
63948	0	0.05827	0
148979	0	0	0.01462
55706	0	0.1173	0.09743
54432	0	0.4162	0.8814
1733	0	0.1794	0
51668	4.871	4.661	5.865
115353	0.3931	0.1153	0.2052
388633	0	0	0
9528	3.774	5.774	4.072
127428	0.01822	0.01871	0.07766
100616320	0	0	0
200008	0	0	0.09432
606495	0	0	0.01001
51253	4.222	9.455	12.11
23648	3.533	3.931	3.26
619518	0	0.04246	0.02518
105378740	0	0.2498	0.07407
105378730	0	0.2487	0.1475
26027	0	0.115	0
338094	0	0	0
100527960	0.3641	0.1529	0.2116
374977	0	0.02526	0
7268	0.9955	0.3718	0.5787
25973	0	0	0.1401
55001	0	0.1057	0.09847
163747	0.03629	0.2609	0
1718	0	0	0
107984960	0	0	0.1034
107985760	0	0	0
105378740	0	0.07255	0
199964	0	0	0.1189
7809	0	0.0114	0
255738	0	0	0
23358	0.2438	0.2504	0.257
100507630	0	0.3261	0.1611
109729140	0	1.047	0.1034
100616270	0	0	0
105378740	0	0	0
105378740	0	0	0
105378740	0	0	0
105378740	0	0.1137	0.05394
105378740	0	0	0
105378740	0	0	0
8613	0	0.136	0.7259
101929940	0	0	0
5563	0	0.3172	0.1425
199920	0.01823	0.07487	0.0222
731	0	0.04304	0
732	0	0.04159	0.04933
105378740	0	0	0
112267900	0	0	0
1600	0	0.05762	0.03417
105378750	0	0.09611	0
105378750	0.6116	0.01083	0.006422
101926890	0	0	0
105378750	0	0.07319	0.09549
107984960	0	0.03036	0
115209	0.05824	0.4186	0.2128
4070	0	0.1223	0
114803	0.2874	0.2952	0.2705
112268260	0	0.2149	0.04249
105378750	0	0.05797	0
3725	0	0.06834	0.1418
100131060	0	0	0
101926910	0.01702	0.01748	0.03109
107984960	0	0	0
105378750	0.02051	0.02107	0.01249
101926920	0	0.4726	0
729467	0	0	0
105378760	0	0.2038	0.07252
55277	0	0.08236	0.07055
100616410	0	0	0
101926940	0	0	0
105378760	0	0.2299	0
51361	0	0.1484	0.0176
1573	0	0	0
127795	2.376	0.1525	0.02261
105378760	0	0.1916	0
107984960	0	0.916	0
105378760	0	0	0
107984960	0	0	0
107985380	0	0.8193	0
105378760	0.1343	0.03447	0.1022
101926960	0	0	0
105378760	0	0	0
100996570	0.2724	0	0.2323
4774	0	0.1683	0.2744
645030	0	0	0
105378770	0	0	0
107984960	0	0.504	0
414927	0	0.2949	0
83941	3.898	2.276	2.653
10207	0.01099	0.03387	0.1875
113219460	0	0	0
107984960	0	0.04173	0.04949
100422900	0	0	0
100422950	0	0	0
54596	0	0	0.1674
163782	0	0.07234	0.05362
105378770	0	0.05772	0
7398	4.884	3.834	2.342
85440	0.05007	0.05142	0.122
27329	0.03704	0	0.1579
84938	0.1024	0.4415	0.1995
105378770	0	0	0
199899	0	0	0
105378770	0	0	0.1142
100996300	0	0	0
27022	0	0	0
102464820	0	0	0
29929	0	0.2678	0
23421	10.74	5.98	6.667
102724320	0	0.476	0
84455	0	0	0.09861
79469	0	0	0
5236	7.443	7.194	3.076
105378770	0	0.1487	0
4919	0	0.1217	0.08531
105378770	0.3134	0.3218	0.07635
101927030	0	0.2255	0.07641
105378770	0	0.01924	0
148581	0	0.1562	0.03969
105378770	0	0	0.1166
107984970	0	0	0
57685	0.01664	0.2222	0.02027
100616340	0	0	0
55225	0.5355	0.7562	0.992
3716	25.05	33.07	33.39
101927080	0	0	0
100500850	0	0	0.75
406893	0	0	0
205	0	0.08852	0.02625
9829	0.03433	0.9871	0.9617
102724420	0.07064	0.1451	0.05378
112268230	0.1253	0	0.07631
3953	20.95	21.78	11.59
54741	170.4	195.8	131.1
5142	0.03451	0.2481	0.3363
101927140	0	0	0
105378780	0	0.3074	0
84251	0	0.009495	0.0901
100422870	0	0	0
200132	0.2437	2.336	0.2969
10022	0	0	0
79819	0.0509	0.07841	0.0465
57708	3.651	2.933	2.592
23169	0.3605	2.029	0.9485
400757	0	0.1255	0.3224
149233	0	0.03191	0.03784
3595	0	0.06207	0.01227
105378780	0	0	0.3882
26135	4.367	4.054	3.395
102724480	0.322	0.1984	0
105378780	0	0.4666	0
1647	67.81	60.91	73.03
55970	0	0.09335	0.3598
105378780	7.172	6.001	3.963
100289180	0.1447	0.04953	0.08812
9077	0	0	0.03221
79971	1.596	0.3278	0.5832
100302280	0	0	0
105378780	0	0	0
6121	0	0.1123	0.222
55635	0.1023	0.147	0.06228
101927220	0	0.1785	0
107984970	0	0.1557	0.09231
105378780	0	0.1222	0
105378780	0	0	0
105378790	0	0.181	0
105378790	0	0.1188	0
105378790	0	0	0
105378790	0	0.1763	0.01494
105378790	0	0	0
57554	0	0.04137	0.03271
5301	0	0	0
105378790	0	0.103	0
55631	0	0.07571	0.0898
9295	0.8625	1.607	1.02
81573	0.179	0.1103	0.2398
11147	0.2573	0.2114	0.7521
102724550	0	0.07612	0
1491	0	0.06924	0.04106
105378790	0	0	0
105378790	0	0.1498	0
101927240	0	0.1601	0
102724570	0	0.2944	0
5733	1.086	0.8231	1.477
107985520	0	0.2822	0
100132620	0.5167	1.194	1.849
9406	0.2999	0.385	1.278
406962	0	0	0
100852410	0	0	0
105378800	0	0	0
257194	0	0.2121	0.004058
100852410	0	0	0
105378800	0	0.1535	0
105378800	0	0	0
105378800	0	0.1159	0.08588
339468	0	0	0.04762
105378800	0	0	0
105378800	0	0	0
101927300	0	0.05456	0
105378800	0	0	0
107985390	0	0	0
105378800	0	0	0
109729170	0	0	0
127255	0	0.0298	0.03534
100526840	0.1797	0.2768	0.1824
8790	0.6426	0.9899	0.8247
51086	0.1436	0.03686	0.1093
105378800	0	0.03881	0
105378800	0	0	0.008004
127254	0	0.05649	0.0268
101927320	0	0	0.01308
1429	0.3118	0.9149	0.6782
127253	0.03053	0.3449	0.3718
431707	0	0	0
204962	0	0.06357	0.02262
34	6.62	6.432	4.611
1744	0	0.03695	0.06574
5876	0	0.6512	0.5793
692085	0	0	0
26805	0	0	0
26804	0	0	0
4438	0.1326	0.1361	0.02018
127247	0	0.2024	0
105378810	0	0	0
101927340	0	0.9048	0
256435	0	0.1353	0.0718
105378810	0	0	0
110806290	0	0	0
81849	0	0	0
102467000	0	0	0
10026	0.7538	3.653	3.558
105378810	0.02697	0.2216	0.01643
26289	0	0.1125	0.3049
26009	0.2752	0.4098	0.243
23032	8.789	16.29	14.61
374986	0.01594	0.2456	0.05825
374987	5.532	5.196	2.534
91624	25.19	26.42	15.23
8880	0.3743	0.8648	0.4844
11080	0.05814	2.149	0.7259
54810	0	0.05703	0
107985000	0	0.1905	0
149047	0	0.09329	0
5737	0	0.01662	0.01972
10964	0.2014	1.128	0.4684
10561	0.01827	1.145	0.2782
64123	0	0.1258	0.05595
107985000	0	0.1275	0.0378
105378810	0	0	0
105378810	0	0	0
105378810	0	0	0
107984000	0	0	0
101927410	0.4605	0	0.187
105378810	0	0.1169	0
107985020	0	0.2507	0
23266	0	0.0855	0.01901
101927430	0	0.6923	0
105378810	0	0	0
107985400	0	0	0
103283060	0	0.325	0
101927500	0	0	0
107985040	0	0.1888	0
105378820	0	0	0.04764
101927540	0	0	0
107985040	0	0.03775	0.08955
101927590	0	0.1406	0.02085
101927560	0	0.3913	0.03315
107985040	0	0.1692	0
79739	1.983	2.239	3.647
5567	8.628	14.81	17.94
107985050	0	0	0
112268230	0	0	0.08271
148418	0	0.06717	0
391051	0	0	0
58511	0.09092	0	0
80135	1.892	1.657	1.186
2787	15.46	12.57	23.75
100505740	0.02422	0.09948	0.3245
1486	0	0.8469	1.597
105378820	0	0	0.1984
103695370	0	0	0
439927	0	0	0
117178	28.91	43.37	35.14
102724890	0	0.04332	0
23566	0	0.05202	0.09255
255231	0	0.09715	0.05185
55283	0	0.1249	0.01851
126820	0	0.1843	0.02186
100616480	0	0	0
84144	0.09602	0	0
105378820	0	0	0.0246
148423	0.3645	0.5917	0.8306
8915	1.263	1.156	0.4013
646626	0.4882	1.253	0.1487
23576	1.318	1.251	2.798
107985050	0	0.2188	0.04325
3491	0	0	0
107985060	0	0	0.01184
112268230	0	0	0.03903
54680	0	0.3512	0.01543
105378820	0	0	0
255631	0.08008	0.6344	0.09754
105378820	0	0.3245	0
105378820	0	0	0
57489	0.05576	0.7588	0.1104
102465840	0	0	0
9635	0	0.05301	0
1179	0	0.2593	0.1318
105378830	0	1.785	0.1381
105378830	0	0.7306	0
22802	0	0	0
105378830	0	0.4782	0.4052
9629	0	0	0.09672
51100	5.83	9.526	8.675
105378830	0	0	0
9403	8.592	12.56	7.782
9653	3.056	2.312	0.9534
339524	0	0	0
101927840	0	0	0.1156
8543	0	0.1758	0.4822
100505770	0	0	0
105378830	0	0.1418	0
105378830	0	0.1054	0
107985410	0	0	0
105378840	0	0.2512	0
107985520	0	0.2399	0
107985520	0	0.07737	0
101927870	0	0.4283	0.08466
105378840	0	0	0
105378840	0	0.4608	0
101927890	0.2448	0	0
105378840	0	0.03964	0.08228
5586	0.3404	0.3216	0.1741
2959	3.34	1.742	2.454
56267	0.1731	0	0.4481
494115	1.044	0.4157	1.972
2635	0	0.2968	0.1173
105378840	0	0	0.02025
2633	3.153	1.251	1.287
2634	2.094	0.5989	1.97
112268270	0.1965	0.06725	0.2193
105378840	0	0	0.132
388646	0	0.1376	0.02721
115361	1.677	0.8699	0.7201
107985080	0	0	0.442
105378840	0	0	0
115362	1.712	1.566	0.7332
729930	0	0	0
163351	0	0.02287	0.05424
400759	0.08782	0	0.05349
105378840	0	0	0.04303
23507	4.656	7.223	4.851
84230	0.02331	0.3351	0.3407
400761	0.8241	0	0.5856
107985740	0	0.08708	0
101927950	0	0.8203	0.06487
107985740	0	0.306	0
101927980	0	0	0
55144	33.48	47.12	30.37
105378850	1.057	0.4524	0.322
492303	0	0.1962	0
284695	0.3152	0.3641	0.3959
105378850	0	0	0.1587
105378850	0	0.249	0.03691
107985090	0	0	0
105378850	0	0	0
105378850	0	0	0
105378850	0	0.1253	0
109616980	0	0	0
343472	0.05302	0	0
105378850	0	0	0.01692
105378860	0	0.2346	0.1113
105378850	0	0	0
84146	2.491	1.221	0.7412
164045	0	0.185	0.02438
107985410	0	0.3989	0.2366
107985420	0	0	0
105378860	0	0	0
8317	0	0	0.2022
102723440	0	0.05172	0.03067
7049	0	0.3502	0.03956
676	0	0.1099	0.04888
253152	0	0.0775	0.04596
646817	0	0	0
284697	0	0.3173	0
23285	0	0.1889	0.008003
388649	0	0.1167	0.06918
11146	0	0.1306	0
79871	0	0.2229	0.0492
2672	0	0.01755	0
7813	1.021	0.5617	0.2665
6125	27.44	10.59	26.53
388650	0	0.03591	0.1278
6083	0	0	0
26782	0	0	0
22823	0.5251	0.6471	0.8474
50999	1.155	3.39	2.301
343099	2.587	1.888	1.379
107985520	0	0	0
100131560	0.3225	0.4691	0.5401
1810	6.08	10.32	9.173
54874	3.258	4.722	3.453
107985760	0	0	0
8412	0	0.09394	0.08356
100129050	0	0	0.169
102723480	0	0	0
723788	0	0	0
100126350	0	0	0
100189130	0	1.525	0
30836	0.8088	0.2454	1.041
2730	17.8	27.97	15.36
24	0.01479	0.09112	0.04503
105378860	0	0.1042	0
9411	0.01179	0.6902	0.02154
107985090	0.2249	0	0.04566
105378860	0	0.1032	0.03673
5825	0.1761	2.713	1.961
2152	0	0	0
113219470	0	0	0
105378860	0	0	0.1297
101928080	0.0242	0.09939	0
105378860	0	0	0
100616320	0	0	0
126969	0	0.09239	0
1266	0.02207	0.068	0.1882
105378860	0.07763	0	0
729970	0	0	0
199857	0	0.04914	0.09908
105378860	0	0	0
101928100	0	0	0
148534	0.1512	1.18	1.372
100527980	0.3634	1.12	1.505
101928120	0	0.045	0.02669
25950	0.626	1.527	2.859
100996630	0	0	0
105378860	0	0	0
105379820	0	0	0
101928170	0	0	0
107985420	0	0	0
440594	0	0	0
100996640	0	0	0.03966
101928220	0	0.1152	0
102723660	0	0.1369	0.08118
101928240	0	0	0.0331
105378870	0	0.2988	0
58155	0.6993	0.2216	0.1051
1806	14.66	10.55	4.83
100873930	5.287	4.385	1.734
105378870	0.01982	0.3459	0
100873930	0.1327	0	0
109729130	0	0	0
400765	0	0	0
100616450	0	0	0
406928	0	0	0
729987	0	0	0
51375	0	0.08287	0.1229
163404	0	0	0.0259
100129620	0	0	0
9890	0	0.04159	0
107985090	0	0.2846	0
101928270	0	0.2688	0.3188
54873	0	0	0
391059	0.01333	0.6296	0.3085
178	0.3108	1.349	3.441
23443	0	0.2107	0.07255
64645	3.47	6.807	5.262
163786	0.4204	0.7044	0.6468
54482	0.01493	0.06131	0.08181
127495	0.05569	0.1716	0.06783
1629	0	0.2991	0.1419
100506010	11.81	18.26	14.47
8634	0.963	2.019	1.051
693138	0	0	0
8556	0.01446	0.2821	0.008804
105379830	0	0.3231	3.257
54112	3.01	2.645	0.5103
100128790	0	0	0
7412	0.06767	0	0.02061
2135	0.368	0.6046	0.1643
148867	0.3648	0.3973	0.1077
51611	0.2002	0.281	0.1097
102606460	0	0.08393	0
107985090	0	0	0
101928330	0	0.1181	0
101928370	0	0.09175	0.1632
1901	0	0.2209	0.1528
102723780	0	0.05576	0
104355290	0	0	0.1392
105378870	0	0.2076	0
118427	0	0.1221	0.04524
94236	0	0	0
107985100	0	0	0
105378870	0	0.3961	0
112268290	0	0	0
107985100	0	0.9104	0
1301	0	0.15	0.01618
101928440	0	0.133	0
55599	0.8593	1.557	0.4618
280	0.8218	0.1489	0.05888
648740	0.2181	0	0.0332
279	0.06455	0	0
276	0	0.11	0.06525
277	0	0.1107	0.06564
105378880	0	0.3	0
278	0	0.1052	0.06241
100129140	0	0	0.1078
105378880	0	0	0
105378880	0	0	0
105378880	0	0.1592	0
101928480	0	0.1741	0.06882
105378880	0	0	0
105378880	0	0.2898	0
105378880	0	0.5638	0
107985120	0.7323	0	0
105378890	0	0	0
105378880	0	0.1486	0
105378890	0	0.09504	0
105378890	0	0	0
105378890	0	0	0
55170	0	0	0.1007
22854	0	0.008717	0.02585
10451	0.1691	1.207	0.9594
102465840	0	0	0
100873950	0	0.899	0.5331
107985120	0.1845	0.1894	0.2496
29957	0	0.7033	0.5178
148545	0	0	0
653149	0	0.03602	0.01068
284611	0.4464	0.4185	0.6737
113802	0	1.211	0.9466
105378890	0	0	0
55119	1.045	0.5465	0.4283
163479	0	0	0
6814	14.59	8.138	19.7
105378890	0	0.2576	0.2292
254268	0	0.1031	0.04078
642864	0	0.5491	0.1086
107985160	0	0.3564	0.1057
29899	0.1548	0.106	0.03927
23155	0.8053	0.4594	0.1635
22911	0	0.4483	0.5169
6884	0.1331	0	0.08108
105378890	0	0	0
56900	12.99	12.32	7.055
677766	0	0	0
127003	0	0	0
57535	0.3016	0.3636	0.2156
6301	1.095	2.181	2.52
1952	0	0.0101	0
84722	3.51	2.945	0.3128
343263	0	0.1881	0
6272	10.48	18.1	5.195
5686	0.02841	0.7293	0.6055
284612	0	0	0.01747
127002	0.02311	0.1186	0.09851
284613	0	0.3375	0.04709
57463	0	0.02163	0.01283
105378890	0	0	0.05441
83873	0	0	0
2773	1.989	1.674	2.036
406974	0	1.484	0
2780	0	0.3724	0
271	8.449	10.62	4.424
2948	12.04	14.62	16.74
2946	1.826	4.964	5.429
2944	1.781	3.292	2.44
2949	0.7251	7.853	27.82
2947	1.681	1.726	7.772
79574	0	0	0
107985170	0.09707	0.09968	0.2365
1435	0	0.2085	0.1649
10768	1.08	3.093	3.39
85369	0.6264	0.1119	0.09952
105378900	0	0	0.3427
257	0	0	0
104355140	0	0	0.114
164153	0	0	0
388662	0.05001	0.01712	0
105378900	0	0.1628	0
100873970	0	0	0
3749	0	0.01553	0.0307
440600	0	0.2984	0.05056
64783	0	0.3893	0.2501
9122	0	0	0
10542	5.865	6.154	9.784
101410540	0	0.2088	0.1238
84432	0	0	0.09476
105378900	0	0	0
105378900	0	0	0
643160	0	0	0
440602	0	0	0
3744	0	0	0
3737	0.2777	0.1815	0.1486
107985170	0.4456	0.5321	0.7131
3738	10.95	19.37	13.5
105378900	2.249	1.945	6.199
963	1.326	1.977	1.72
55791	0.1717	0.05878	0.9411
128338	0.7582	2.239	2.77
10390	0.2636	0.07734	0.6651
79961	0.2496	1.118	1.851
107985180	0.1688	0	0
1117	1.077	0.5528	0.3278
149620	0	0.03971	0
27159	0	0	0
105378900	0	0	0
128344	0	0.04314	0
105378900	0	0.8792	0
441897	0	0	0
5016	0	0	0.03005
79084	0	0.2625	0.3892
515	4.165	4.447	8.012
128346	0.8456	0.5582	1.389
57413	0	0.1835	0.1813
140	0	0.06112	0.07249
5906	8.3	9.07	10.6
100129270	0.3514	0	0
107985180	0.04042	0.04151	0.1969
55924	2.871	5.472	4.24
100506340	5.849	6.424	12.14
101928720	3.486	4.424	8.492
11218	0	0.5256	0.2017
3752	2.04	1.719	0.571
100874300	0	0	0
100874000	0	1.242	0.442
643355	6.005	3.99	3.808
105378910	0	0	0.2169
105378910	3.479	6.161	6.061
55917	0.3137	0.3052	0.4727
100422980	0	0	0
7482	0.02654	0.01817	0.04848
54879	0.3543	0.5686	0.2563
829	34.06	53.82	41.77
4343	5.187	7.658	5.089
389	47.74	64.68	45.03
333926	0	0.909	0.1925
105378910	0	0.1965	0.07769
284467	0	0	0
100996700	0	0.06102	0.1447
105378910	0	0	0
105378910	0	0.03686	0.04372
113218510	0	0	0
6566	0.5803	0.1192	0.3675
246182	0	0	0.04985
100506390	0	0	0.2188
107985190	0	0	0
100996250	0	0.1359	0.08062
9860	0	0.08272	0.005451
643441	0	0	0.1215
260425	0.2299	0.1652	0.049
10745	4.559	8.068	6.379
54665	0.04689	0.04127	0.1265
100287720	0.1514	0	0.1229
26191	0.1164	0.2591	0.1536
440603	0	0.1112	0.09231
10717	0	0.3692	0.1684
64858	0.5073	0.9262	0.6694
101928850	0.4751	0.09758	0.2315
204851	3.487	3.07	1.265
56944	0	0	0.1677
148281	0	0	0
107985440	0	0.6166	0
51592	0.4481	0.9651	0.599
105378910	0	0	0.0823
10286	0.85	0.08729	2.329
105378910	0.5572	0	0.1697
163259	1.211	1.099	0.5556
270	0	0.09247	0
4893	4.109	8.052	7.918
7812	82.67	139.7	113.8
80143	0	0.7612	0.1307
6847	0	0.2549	0.1209
105378920	0	0.6137	0
7252	0	0.09832	0
10100	32.82	36.3	18.7
105378920	0	0.07377	0
112840930	0	0.2985	0
4803	0.02619	0.05379	0
112268230	0	0	0
112268290	0	0	0
81839	0	1.602	0.8446
845	0	0	0
4808	0.01314	0.04048	0.016
101929000	0	0.2392	0.09456
101928980	0	0	0
55356	0	0.05505	0.08162
126868	0	0.0914	0
105378920	0	0	0
107985190	0	0	0
105378920	0	0	0
105378920	0	0	0.07064
476	0.9348	3.167	0.9566
84852	0.7403	1.183	0.551
101929020	0	0	0.07648
112268240	0	0.01086	0.01288
965	0.03351	0.4817	0.2755
105378920	0	0.1606	0
100616380	0	0	0
3321	0.1728	0.02536	0
105378920	0	0.01504	0
100302120	0	0	0
388667	0	0	0
105378930	0	0	0
914	0	0.5419	0
105378930	0	0.123	0
5738	0.5233	0	0
9398	0.4006	0.04571	0.06325
101929100	0	0.06135	0.03638
8458	0	0.04067	0.07839
100126330	0	0	0
80263	0.01565	0	0.01906
79679	0.02952	0.06063	0
104355290	0	0	0.1168
10905	11.82	7.62	6.708
100996260	0	0	0
54855	12.11	20.1	57.16
105378930	0	0	0
54834	0.7071	0.7811	0.5154
10885	0.0975	0.267	0.1649
200162	0.0263	0.06753	0.04806
105378930	0	0	0
107985450	0.1748	0	0
6913	0.04732	0.2915	0
105378930	0	0	0
107985190	0	0	0
10352	0	0	0
104472720	0	0	0
101929150	0	0.02175	0
107985190	0	0	0
105378930	0	0.5693	0
51179	0	0.03598	0
100874270	0	0	0
3284	0	0	0
105378940	0	0.4666	0
3283	0	0.1987	0.1964
128102	0	0.06398	0
644242	0	0.35	0
90874	0	0	0
105378940	0	0	0
26227	3.629	2.329	2.106
105378940	0	0.1113	0.03302
3158	0	0.1805	0
83998	0	0.06753	0.02002
105378940	1.729	0	0
343505	0.2319	0.02977	0
11085	0	0	0
4853	0.1558	0.6682	0.4409
101929180	0	0.2457	0
105378940	0	0.1209	0.04781
105378940	0	0.07351	0
9554	2.613	2.45	1.927
107985520	0.0409	0.042	0.04981
105378940	0.258	0	0
105378950	0.6472	0.7855	3.87
101929790	0	0.174	0.0516
728841	0.02778	0.1997	0.2199
107985520	0	1.117	0
767846	0	0	0
100996720	0.02279	0.1521	0.1041
107985520	0	0.08206	0
105378940	0	0.1963	0
105378940	0	0.05879	0.06973
101929800	1.339	2.75	2.214
101060680	0.03824	0.6283	0.2329
107985760	0	0	0
101954280	0	0	0
653505	0	0	0
728855	0.176	0.482	0.6611
100996720	0.28	0.2876	0.938
101954260	0.6608	0	0
107985760	0	0	0
105369200	0.3302	0	0.4524
101929800	0	0.2013	0.1194
107985750	0	3.135	0
107985750	0	0	0
107985750	0	0	0
106479020	0	0.1114	0.06608
2210	0	0.1554	0.01536
100996320	0	0.08039	0.01589
337875	0	0.1017	0.03016
653820	0	0.04688	0.0556
653464	0.7947	1.899	0.8749
107985190	0	0.09719	0.04035
100873160	0	0.08889	0.02636
107985190	0	0	0
647121	0	0.0263	0.0624
107985200	0	0	0.04128
101929810	0	0.08235	0.02442
105371170	0.07791	0	0
105371180	0.3068	0.3938	1.495
107985200	0.2192	0.2251	0.1335
107985200	0.1163	0.1194	0.07082
101927450	0	0.05548	0.0329
112268280	0	0	0
112268270	0	0	0
100189260	0	0	0
101954270	0	0	0
26863	0	0	0
791227	0	0	0
105369140	0	0.1578	0.1871
100189140	0	1.568	0
100189330	0	0	0
199882	0	0.1105	0.05242
100189360	0	0	0.8919
338391	0	0.02699	0.03201
100132420	0	0.1667	0
440686	0	0.0847	0.1005
105371210	0	0	0
554282	0	0.0791	0.04691
100996710	0.6049	1.535	0.6934
105371210	0.1558	0	0
105371210	0.4481	0.3068	0.6823
100996730	0.02102	0.04318	0.05121
101060520	0	0.04993	0
101927330	0	0.06859	0.01356
105371200	0	0	0
730262	0	0.1418	0
105373470	0	0	0
101954270	0	0	0
100189320	0	0	0
284565	0	0.2549	0.1787
105371210	0	0.07261	0.01435
6063	0	0	0
105379570	0	0	0
100189130	0	0	0
728945	0	0.1418	0
101929830	0	0.06853	0.01355
105371210	0	0.1775	0
105371220	0	0	0
101927430	0.09473	0.2919	0.05769
1818	0	0.04993	0
645166	0.07093	0	0.08639
105371220	0.4481	0.3068	0.6368
105371220	0.3064	0	0
107985530	0	0.1804	0.107
647135	0.4614	1.074	0.4558
107985600	0	0.09902	0.05872
728833	0	0.05001	0.05931
105371220	0	0	0
107985750	0	0	0
101929800	0.01278	0.06561	0.03891
107985610	1.485	0	0
107985620	0	1.568	0
103091870	0.167	0.1525	0.3051
100996740	0.3138	0.3867	0.9554
645142	0	0.1418	0
101954270	0	0.6786	1.207
7214	0	0	0.8919
100288140	0.03524	0.3076	0.1717
105371310	0	0.1031	0
105371290	0	0	0
107985760	0	0	0
107985750	0	0	0
101929780	0	0.1163	0.1035
653519	0.03512	0.7213	0.4705
5174	0	0.1783	0.04531
11126	0	0.531	0.3464
27246	3.716	5.633	2.464
10623	0.2321	0.3065	0.2322
200035	0.2744	0.4226	0.0557
10401	1.755	0.4986	0.8188
102466190	0	0	0
148741	0	0.1324	0.03925
107985590	0	0	0
8515	0	0.2514	0.08029
8799	1.623	0.9722	1.263
114814	0.5527	0.8513	0.4039
9939	2.621	2.58	1.517
105371260	0.353	0.725	0.5375
128077	1.702	0.8322	0.4935
84265	2.938	7.1	6.684
284615	0.5408	0.09256	0
10628	19.69	12.4	13.99
148738	0	0.04984	0
100189380	0	0	0
100189060	0	0	0
100188990	0	0	0
100189200	0	0	0
107985590	0	0.05325	0
101954280	0	0	0
101928980	0	0	0
